study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJNA447983	SRP136711	SAMN08813965	SRS3104930	SRX3862877	SRR6915133	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	SBJ47C		PAIRED	WGS	METAGENOMIC	RANDOM	16158798	3212896055	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: SBJ47C	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	SBJ47C	CRC_MR_SBJ47C_17_R2.fastq.bz2	1064199185;1051761006	0bb1dd578852d187299464803c7be277;4be86489ab4c89312f7b7349d8489cde	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/003/SRR6915133/SRR6915133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/003/SRR6915133/SRR6915133_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/003/SRR6915133/SRR6915133_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/003/SRR6915133/SRR6915133_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/003/SRR6915133/SRR6915133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/003/SRR6915133/SRR6915133_2.fastq.gz							1569368439	c75f5603b3cfb30265ff4d09de92457a	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/003/SRR6915133	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/003/SRR6915133	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/003/SRR6915133				SBJ47C		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08813979	SRS3104931	SRX3862876	SRR6915134	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	SBJ46H		PAIRED	WGS	METAGENOMIC	RANDOM	21973515	4371661312	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: SBJ46H	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	SBJ46H	CRC_MR_SBJ46H_17_R2.fastq.bz2	1435369041;1433866587	8003eb8f42bbc231fd3abaf848c10603;a5491e41a6899da294904f69d61d0635	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/004/SRR6915134/SRR6915134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/004/SRR6915134/SRR6915134_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/004/SRR6915134/SRR6915134_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/004/SRR6915134/SRR6915134_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/004/SRR6915134/SRR6915134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/004/SRR6915134/SRR6915134_2.fastq.gz							2119174307	49b276f97480d9cb739751e96746ed55	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/004/SRR6915134	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/004/SRR6915134	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/004/SRR6915134				SBJ46H		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08813960	SRS3104929	SRX3862875	SRR6915135	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	SBJ55C		PAIRED	WGS	METAGENOMIC	RANDOM	16918618	3358393294	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: SBJ55C	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	SBJ55C	CRC_MR_SBJ55C_17_R1.fastq.bz2	1099119095;1113035277	76d6aef4142f005dda1fc211b900b044;db732afdc51df8075f969587dc99961b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/005/SRR6915135/SRR6915135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/005/SRR6915135/SRR6915135_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/005/SRR6915135/SRR6915135_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/005/SRR6915135/SRR6915135_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/005/SRR6915135/SRR6915135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/005/SRR6915135/SRR6915135_2.fastq.gz							1639151785	3d579827c0d5de5851ba4fbd47f41383	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/005/SRR6915135	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/005/SRR6915135	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/005/SRR6915135				SBJ55C		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08813931	SRS3104928	SRX3862874	SRR6915136	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	SBJ53C		PAIRED	WGS	METAGENOMIC	RANDOM	21943135	4358937863	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: SBJ53C	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	SBJ53C	CRC_MR_SBJ53C_17_R2.fastq.bz2	1428503683;1450706010	ad40896e27ce0d3690d49774af12e965;ffe00a37c23d1aa8eb11a8018c47736c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/006/SRR6915136/SRR6915136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/006/SRR6915136/SRR6915136_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/006/SRR6915136/SRR6915136_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/006/SRR6915136/SRR6915136_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/006/SRR6915136/SRR6915136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/006/SRR6915136/SRR6915136_2.fastq.gz							2131136282	4df667d3a9b4ddb3ee67e40e31fc789b	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/006/SRR6915136	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/006/SRR6915136	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/006/SRR6915136				SBJ53C		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08814017	SRS3104923	SRX3862873	SRR6915137	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	VF65		PAIRED	WGS	METAGENOMIC	RANDOM	13043790	2582342536	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: VF65	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	VF65	LILT_VF65_16_R2.fastq.bz2	843540100;855498890	56976e23e9da4ff701b0e955c5672599;a057bdd00b9533d9e0e562f3156d8112	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/007/SRR6915137/SRR6915137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/007/SRR6915137/SRR6915137_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/007/SRR6915137/SRR6915137_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/007/SRR6915137/SRR6915137_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/007/SRR6915137/SRR6915137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/007/SRR6915137/SRR6915137_2.fastq.gz							1264604746	7c8d3ab0548584451b28c48ed541813d	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/007/SRR6915137	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/007/SRR6915137	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/007/SRR6915137				VF65		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08814018	SRS3104926	SRX3862872	SRR6915138	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	VF66		PAIRED	WGS	METAGENOMIC	RANDOM	16579820	3299268964	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: VF66	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	VF66	LILT_VF66_T017_R2.fastq.bz2	1061273018;1078995561	985d8b83261e727bdea2e612680642c3;42c33e38df3283f95e993b0c056e38dc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/008/SRR6915138/SRR6915138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/008/SRR6915138/SRR6915138_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/008/SRR6915138/SRR6915138_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/008/SRR6915138/SRR6915138_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/008/SRR6915138/SRR6915138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/008/SRR6915138/SRR6915138_2.fastq.gz							1580194537	654e387b951ec987e7758a7f23de819a	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/008/SRR6915138	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/008/SRR6915138	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/008/SRR6915138				VF66		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08814013	SRS3104925	SRX3862871	SRR6915139	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	VF50		PAIRED	WGS	METAGENOMIC	RANDOM	18919353	3759714541	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: VF50	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	VF50	LILT_VF50_16_R2.fastq.bz2	1229152118;1255847742	ea5caa9251d0c2589595c539e850dd10;df1cedeaec9f1e43f425b53ef4cf3784	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/009/SRR6915139/SRR6915139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/009/SRR6915139/SRR6915139_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/009/SRR6915139/SRR6915139_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/009/SRR6915139/SRR6915139_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/009/SRR6915139/SRR6915139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/009/SRR6915139/SRR6915139_2.fastq.gz							1845797208	b1de5a9b9794e932a819e8eeb045cce7	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/009/SRR6915139	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/009/SRR6915139	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/009/SRR6915139				VF50		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08814014	SRS3104924	SRX3862870	SRR6915140	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	VF55		PAIRED	WGS	METAGENOMIC	RANDOM	20721316	4123024408	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: VF55	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	VF55	LILT_VF55_T017_R2.fastq.bz2	1329557180;1351625485	4dc24f645bae933e141fc9fe10ffe5e4;45005aecb998fc1435260e4076eb0fe8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/000/SRR6915140/SRR6915140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/000/SRR6915140/SRR6915140_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/000/SRR6915140/SRR6915140_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/000/SRR6915140/SRR6915140_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/000/SRR6915140/SRR6915140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/000/SRR6915140/SRR6915140_2.fastq.gz							1978763617	04bb71a1e4788376b742ea04a21d8653	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/000/SRR6915140	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/000/SRR6915140	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/000/SRR6915140				VF55		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08814015	SRS3104922	SRX3862869	SRR6915141	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	VF56		PAIRED	WGS	METAGENOMIC	RANDOM	26623329	5280970488	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: VF56	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	VF56	LILT_VF56_16_R1.fastq.bz2	1708648237;1721276647	b34ceb6c2b8330aabee5afe1fb6ebbff;c2043527c5de77b4cd37e9b5c942f9cb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/001/SRR6915141/SRR6915141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/001/SRR6915141/SRR6915141_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/001/SRR6915141/SRR6915141_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/001/SRR6915141/SRR6915141_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/001/SRR6915141/SRR6915141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/001/SRR6915141/SRR6915141_2.fastq.gz							2532890129	d63577f6c91bc4b439e98b64c82217ff	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/001/SRR6915141	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/001/SRR6915141	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/001/SRR6915141				VF56		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08814016	SRS3104932	SRX3862868	SRR6915142	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	VF60		PAIRED	WGS	METAGENOMIC	RANDOM	18001421	3582865378	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: VF60	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	VF60	LILT_VF60_T016_R2.fastq.bz2	1155569657;1167680133	548beea40e18b066c4a8059b364f61a8;8b9867a2f75c69a274b547f7f76baa52	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/002/SRR6915142/SRR6915142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/002/SRR6915142/SRR6915142_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/002/SRR6915142/SRR6915142_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/002/SRR6915142/SRR6915142_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/002/SRR6915142/SRR6915142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/002/SRR6915142/SRR6915142_2.fastq.gz							1710183594	9212980ba490523c3c6c133b2cba528b	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/002/SRR6915142	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/002/SRR6915142	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/002/SRR6915142				VF60		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08814009	SRS3104927	SRX3862867	SRR6915143	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	VF38		PAIRED	WGS	METAGENOMIC	RANDOM	14591401	2899983053	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: VF38	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	VF38	LILT_VF38_16_R1.fastq.bz2	947684402;969006536	f6154b8ba733354ee955884dbf128f3e;6d0fae64843480534096259313f03816	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/003/SRR6915143/SRR6915143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/003/SRR6915143/SRR6915143_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/003/SRR6915143/SRR6915143_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/003/SRR6915143/SRR6915143_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/003/SRR6915143/SRR6915143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/003/SRR6915143/SRR6915143_2.fastq.gz							1420749231	3836f7785a8fc278ce55912b05399522	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/003/SRR6915143	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/003/SRR6915143	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/003/SRR6915143				VF38		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08814010	SRS3104921	SRX3862866	SRR6915144	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	VF40		PAIRED	WGS	METAGENOMIC	RANDOM	26598664	5283084792	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: VF40	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	VF40	LILT_VF40_16_R2.fastq.bz2	1729203538;1768711264	ba8e6523fdf63626bf774f5509c4618d;d2279e561627247599c270e00f09cf01	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/004/SRR6915144/SRR6915144_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/004/SRR6915144/SRR6915144_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/004/SRR6915144/SRR6915144_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/004/SRR6915144/SRR6915144_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/004/SRR6915144/SRR6915144_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/004/SRR6915144/SRR6915144_2.fastq.gz							2597822533	cce78667fa2141bb125d32f0a38a8621	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/004/SRR6915144	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/004/SRR6915144	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/004/SRR6915144				VF40		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08814011	SRS3104919	SRX3862865	SRR6915145	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	VF43		PAIRED	WGS	METAGENOMIC	RANDOM	16479577	3278047051	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: VF43	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	VF43	LILT_VF43_16_R2.fastq.bz2	1064402691;1084127507	e37c32b9070d1b35ed6161dc550ba0a4;f717ae750f05d706e43f930c0e667478	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/005/SRR6915145/SRR6915145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/005/SRR6915145/SRR6915145_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/005/SRR6915145/SRR6915145_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/005/SRR6915145/SRR6915145_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/005/SRR6915145/SRR6915145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/005/SRR6915145/SRR6915145_2.fastq.gz							1589891481	b50b0d27593f658957b22654f7d38e9a	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/005/SRR6915145	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/005/SRR6915145	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/005/SRR6915145				VF43		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08814012	SRS3104920	SRX3862864	SRR6915146	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	VF47		PAIRED	WGS	METAGENOMIC	RANDOM	35878685	7139890166	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: VF47	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	VF47	LILT_VF47_16_R1.fastq.bz2	2315981653;2344489092	2dadd8ed53056b65119bbf1382b0b575;530f0455c098feeddce406ae449215f0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/006/SRR6915146/SRR6915146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/006/SRR6915146/SRR6915146_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/006/SRR6915146/SRR6915146_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/006/SRR6915146/SRR6915146_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/006/SRR6915146/SRR6915146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/006/SRR6915146/SRR6915146_2.fastq.gz							3437748106	66df3412b06925c66338190154786c70	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/006/SRR6915146	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/006/SRR6915146	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/006/SRR6915146				VF47		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08813968	SRS3104918	SRX3862863	SRR6915147	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	SBJ36C		PAIRED	WGS	METAGENOMIC	RANDOM	15326373	3038841388	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: SBJ36C	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	SBJ36C	CRC_MR_SBJ36C_17_R2.fastq.bz2	993328371;979474903	c3b4001853b781642b7d052474c87296;75c23ed53ff29a5aa80726761ee794f4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/007/SRR6915147/SRR6915147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/007/SRR6915147/SRR6915147_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/007/SRR6915147/SRR6915147_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/007/SRR6915147/SRR6915147_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/007/SRR6915147/SRR6915147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/007/SRR6915147/SRR6915147_2.fastq.gz							1459378184	ead49d58d45eb791737e1747e2ec66aa	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/007/SRR6915147	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/007/SRR6915147	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/007/SRR6915147				SBJ36C		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
PRJNA447983	SRP136711	SAMN08813927	SRS3104917	SRX3862862	SRR6915148	SRA676334	408170	human gut metagenome	ILLUMINA	Illumina HiSeq 2500	SBJ37H		PAIRED	WGS	METAGENOMIC	RANDOM	5068191	1003601057	SUB3791708	2018-08-15	2018-08-15	Illumina HiSeq 2500 sequencing; wgs of human gut: SBJ37H	Whole-metagenome shotgun sequencing of two Italian fecal CRC cohorts	PRJNA447983	SBJ37H	CRC_MR_SBJ37H_17_R2.fastq.bz2	325623492;322230574	084664bd12165579a2150cae59baa496;0d126289d608b2631ead40f9f3469885	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/008/SRR6915148/SRR6915148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/008/SRR6915148/SRR6915148_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/008/SRR6915148/SRR6915148_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR691/008/SRR6915148/SRR6915148_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/008/SRR6915148/SRR6915148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR691/008/SRR6915148/SRR6915148_2.fastq.gz							480037409	e77b42bb124fb5ffa02367656edfaaf9	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/008/SRR6915148	fasp.sra.ebi.ac.uk:/vol1/srr/SRR691/008/SRR6915148	ftp.sra.ebi.ac.uk/vol1/srr/SRR691/008/SRR6915148				SBJ37H		This sample has been submitted by pda|andrewmaltezthomas@gmail.com on 2018-08-15; human gut metagenome		2018-08-15
